description,sale_price,weight,category,EAN,date_added,product_uuid,availability,product_code,cost_price,country_code,country_name
Kendal Cream Teddy Sherpa Throw,18,0.63kg,homeware,2.58932E+12,00:00.0,8603060f-1c53-4b18-8871-ca871e00f04e,Still_avaliable,a5-8946426q,9.713058689,,
Alba Waffle Sherpa Throw,15,0.63kg,homeware,3.14202E+12,00:00.0,e8f2dbba-28da-483d-84aa-52bec5e87361,Still_avaliable,j2-5894921m,8.937266052,,
Heritage Collection Aspen Faux Fur Throw - Mink,16,970g,homeware,5.29665E+12,00:00.0,d2411203-247f-4082-af9b-b6993c322e36,Still_avaliable,r1-4228965p,7.606172907,,
Heritage Collection Aspen Faux Fur Throw - Charcoal,16,970g,homeware,7.41318E+12,00:00.0,0f3f12aa-9806-4a03-865c-a1d445fadca9,Still_avaliable,p1-3376164e,10.45741658,,
Home Collection Faux Mink Throw - Coconut Milk,20,1.65kg,homeware,9.09694E+12,00:00.0,2eeeac32-15dd-4c32-b911-b66d1f7bbac1,Still_avaliable,g1-7793487j,8.950979881,,
Silentnight Washable Pillows 4pk,20,2.280kg,homeware,6.36684E+12,00:00.0,cdbb9efa-81a8-43a9-8c01-603c87c69098,Still_avaliable,u0-2086028e,11.30380655,,
Silentnight Extra Full Pillows 2pk,12,1.280kg,homeware,2.32808E+12,00:00.0,d2db7e65-105b-44a0-baee-0f025ea50a4d,Still_avaliable,b5-7539066l,7.038182445,,
Silentnight Bounceback Pillow Pair,14,1.200kg,homeware,9.4836E+12,00:00.0,cfaa2885-c3f3-471d-ac9d-e924d69d1d4b,Still_avaliable,k7-5156099X,6.914252529,,
Silentnight Firm Support Pillows 2pk,16,1.440kg,homeware,4.92479E+12,00:00.0,7f6c5130-2285-458a-b6d1-64979d1366e9,Still_avaliable,k8-428297X,7.406488552,,
Silentnight Bounceback Pillow Pair,12,1.200kg,homeware,6.58733E+12,00:00.0,e80f28e3-5144-4d19-8bfe-9305699abfeb,Still_avaliable,C4-5056713b,5.341079112,,
Ribbed Ceramic Tealight Holder - Blush,3,250g,homeware,7.54846E+12,00:00.0,e3f677d5-078f-4f03-a305-91183a30fdef,Still_avaliable,R8-9922279h,1.344555912,,
Moon Trinket Dish - Green,2,155g,homeware,6.89228E+12,00:00.0,1cc1ea4a-bc23-4bff-bc71-9689e5cdf29a,Still_avaliable,p6-5731646b,1.047320117,,
Moon Trinket Dish - Blush,2,155g,homeware,7.97445E+12,00:00.0,c2cba699-5ae6-41a3-a90e-7c26a6fa4a5f,Still_avaliable,s7-3818448D,0.959484124,,
Small Donut Candle Holder,4,230g,homeware,3.10283E+12,00:00.0,a348d720-984c-4ec8-925a-45333150094c,Still_avaliable,l8-8853507Q,2.039160633,,
Ribbed Ceramic Tealight Holder - Cream,3,250g,homeware,4.70437E+12,00:00.0,947f7855-1bc1-496e-9650-4dfe3ccc6686,Still_avaliable,R9-3873198J,1.728610042,,
Blush Vase with Pampas,10,550g,homeware,6.03517E+12,00:00.0,21a8d55c-ac64-4ae4-adb5-e424ce3e702f,Still_avaliable,h3-6714014z,5.400449468,,
Pink Pampas in Ribbed Vase,5,380g,homeware,7.2695E+12,00:00.0,154172e0-6f85-4573-888a-a3ba10642a59,Still_avaliable,I6-9082161W,2.600060799,,
Moon Wall Hanging,3,30g,homeware,5.26849E+12,00:00.0,f9945d59-6c91-401b-ac05-20c8ee19fcf0,Still_avaliable,C3-7947284V,1.859178531,,
Eucalyptus in Vase,15,1230g,homeware,6.20557E+12,00:00.0,89ae8bcb-2301-4e52-83fc-9eeac09e2517,Still_avaliable,j7-1839138x,7.777912999,,
Agate Style Tray - Pink,2.5,52g,homeware,4.99158E+12,00:00.0,0799deed-5769-4c7b-9dc4-9f1bb5756839,Still_avaliable,X4-9961497r,1.258776614,,
Agate Style Tray - Cream,2.5,52g,homeware,3.66396E+12,00:00.0,7089e112-2406-4733-bb93-682cd03a6ecc,Still_avaliable,Q9-3392208c,1.493644534,,
Gold Candle Holder - Moon,2.5,45g,homeware,2.60568E+12,00:00.0,560aede8-8aee-46f5-adbc-aad6dc1a9027,Still_avaliable,i7-7489702a,1.343940265,,
Gold Candle Holder - Star,2.5,45g,homeware,9.39937E+12,00:00.0,699b2eef-84b5-4cdb-9170-433bd8a9d122,Still_avaliable,g6-1398135v,1.243976734,,
Frosted Vase - Grey,8,650g,homeware,1.81689E+12,00:00.0,cbe519ca-b3aa-4e29-8d86-805f297f4745,Still_avaliable,C8-1764867S,4.288797051,,
Frosted Vase - Blush,8,650g,homeware,8.62086E+12,00:00.0,fbe60def-26e5-4682-9e01-831069bdfad6,Still_avaliable,h4-7333699R,4.302505646,,
Moon Oil Burner,4,340g,homeware,6.95246E+12,00:00.0,594960c3-18d6-4cd8-b256-1ff6cd985455,Still_avaliable,u6-5438021b,1.820102435,,
Eco Deco Glass Tealight Holder - Blush,2,265g,homeware,2.79281E+11,00:00.0,d7aed76b-c954-48fc-8733-71413c2b13fb,Still_avaliable,t1-9746957G,1.115617665,,
Pink Candle Holder on Stand,4,1.09kg,homeware,2.12779E+12,00:00.0,0ed3cee0-1f68-4add-8c31-c1c5715d1694,Still_avaliable,I5-3646209D,1.781624487,,
Hurricane Candle Holder,5,480g,homeware,5.61173E+12,00:00.0,affab02d-c3b0-4794-996b-50826c30d683,Still_avaliable,T0-3333242V,3.279606963,,
Hurricane Candle Holder,5,480g,homeware,6.28063E+12,00:00.0,0cb388fa-fc32-4e9b-9f4a-a3fe2bb0f84e,Still_avaliable,q6-3991359e,2.437730219,,
Ceramic Ribbed Candle - White,5,170g,homeware,3.2675E+11,00:00.0,e6068724-03f4-49ed-96fc-fa66e9f68b48,Still_avaliable,g2-5199927Z,2.923284043,,
Ceramic Ribbed Candle - Pink,5,170g,homeware,7.6182E+12,00:00.0,176b5cca-4c5e-4efc-88e2-d3c5325302f7,Still_avaliable,J9-6569462L,2.730114478,,
Harmony Door Knobs 4pk,6,14g,homeware,5.32154E+12,00:00.0,8c3722cb-a9b2-4b3a-b9b2-170bcf5dae6b,Still_avaliable,f0-6584921F,3.040052025,,
Minimalist Ceramic Vase,8,998g,homeware,5.11071E+12,00:00.0,69424861-e3cc-40f4-b41d-fb93388af748,Still_avaliable,Z0-184412h,4.300385,,
Donut Style Vase,6,335g,homeware,6.83672E+12,00:00.0,f25b0a4e-9040-4002-bbdc-48bff1a2c87f,Still_avaliable,L1-1038482Z,2.865886232,,
Round Gold Mirror Tray,8,800g,homeware,3.07117E+12,00:00.0,e5a28db0-f3c1-4413-b164-11d347702f04,Still_avaliable,r3-6095483y,3.459916353,,
Jewellery Box - Bee,4,100g,homeware,5.64395E+12,00:00.0,d5a301cc-2955-4085-827a-35cbd0c75355,Still_avaliable,d9-555726k,1.812498561,,
Jewellery Box - Dragonfly,4,100g,homeware,5.30786E+12,00:00.0,9e80586e-d71e-4289-bfa6-e08df5cf2ef4,Still_avaliable,b2-7386908F,2.159967915,,
Drawer Organiser 8pc,3,0.16kg,homeware,2.36288E+12,00:00.0,1d973624-ef9f-4a29-8963-58bd8cfff1ed,Still_avaliable,p1-77230Z,1.523021515,,
Adjustable Drawer Dividers 2pk,3,0.3kg,homeware,3.37494E+12,00:00.0,dd051fcc-3617-4b5f-90cd-50946db51a17,Still_avaliable,w5-6174884o,1.835007267,,
Jewellery Box - Bee,4,100g,homeware,2.1754E+12,00:00.0,a846e8c0-c2d8-4897-b81f-a0e3035bb192,Still_avaliable,R4-5765709c,1.847341262,,
Jewellery Box - Dragonfly,4,100g,homeware,7.79387E+12,00:00.0,69c7264e-7f1f-4b5b-bdda-9e2b3bfcd225,Still_avaliable,U3-1418565H,2.16434278,,
Drawer Organiser 8pc,3,0.16kg,homeware,6.8136E+12,00:00.0,e77d9963-558f-417b-b093-3574078ef8f3,Still_avaliable,F4-1916717L,2.059602843,,
Adjustable Drawer Dividers 2pk,3,0.3kg,homeware,6.95361E+12,00:00.0,0bf298c1-c56b-46a2-b4b8-267cfeead85a,Still_avaliable,u8-403469I,1.672821857,,
Coberg Bench Dining Set 3pc,110,28kg,homeware,7.40419E+12,00:00.0,6086c2b4-3178-4db3-900e-4cff81a44fcb,Still_avaliable,u3-5918699h,56.3657767,,
Moden Velvet Chair - Blush,60,6.25kg,homeware,6.92317E+12,00:00.0,8ba4a768-37ca-40d7-86dc-c4a37e0451be,Still_avaliable,l0-5103169E,33.37134627,,
Loft Studio Velvet Dining Chair - Blush,50,9.3kg,homeware,2.46258E+12,00:00.0,a0b2e218-9038-4ac6-ad2f-81a2f21366f9,Still_avaliable,g1-0102195y,22.71895737,,
Karina Bailey Velvet Dining Chairs 2pk - Grey,60,13.7kg,homeware,9.66267E+12,00:00.0,b3efbadb-fbd2-4583-913d-2ed97c78bbf9,Still_avaliable,i9-8376377q,31.05776942,,
Spaceways 5 Piece Dining Set,80,28.8kg,homeware,4.9789E+12,00:00.0,7b20034d-ddcc-43db-a72e-e9d7c9a54266,Still_avaliable,e5-6297911A,41.35681565,,
Loft Studio Velvet Dining Chair - Grey,65,9.3kg,homeware,2.41838E+12,00:00.0,10e682cb-251e-488f-9fbe-df5be1437759,Still_avaliable,U4-9281362l,35.48275093,,
Rio 5 Piece Dining Set,100,35.5kg,homeware,6.7051E+12,00:00.0,299a6b38-f6a5-4476-86a6-487946f8cb6b,Still_avaliable,a4-8101742f,52.58372342,,
Winter Berry Arrangement,8,537g,homeware,9.27904E+12,00:00.0,0a446ed6-3003-4ebd-9982-0deee0b516cb,Still_avaliable,l4-5082281c,3.874959283,,
Apple Decorations 6pk,5,10.5g,homeware,5.69376E+12,00:00.0,aef89664-2ccf-46f0-8109-cca28cd2a615,Still_avaliable,q1-4354994J,2.389424335,,
Face Oil Burner,4,375g,homeware,6.57021E+12,00:00.0,9c9878b9-a9f0-41ec-9e0c-bf84f8fdba29,Still_avaliable,e8-7744343I,2.255847043,,
Hanging Wicker Heart - White,2.5,80g,homeware,9.99981E+12,00:00.0,fa8cbcba-7cb9-4418-a9b0-a9f4205c0d04,Still_avaliable,i0-8924271N,1.212080936,,
Hanging Wicker Heart - Red,2.5,80g,homeware,4.4856E+12,00:00.0,790091a5-ef82-4973-af3c-0ee00330ddd5,Still_avaliable,A4-5443400b,1.348597781,,
Christmas Tealight Holder - Merry Christmas,2.5,416g,homeware,3.42435E+12,00:00.0,87790c66-535b-4c4f-b346-195ae68cfa73,Still_avaliable,v3-5345187U,1.259893877,,
Christmas Oil Burner - Christmas Clove,4,260g,homeware,7.90339E+12,00:00.0,c8e3b6ae-2924-487c-861c-3b0fab030ae4,Still_avaliable,t9-8692590A,2.076932502,,
Christmas Oil Burner - Candid Orange,4,260g,homeware,1.97762E+11,00:00.0,874bf2f9-5f09-4e23-bc75-1e939905828e,Still_avaliable,K2-8653156c,1.330511585,,
Dried Flower Arrangement,8,600g,homeware,5.99034E+12,00:00.0,8c4428ea-667b-414c-b2e0-9a64bcf81bd1,Still_avaliable,f4-3814039X,3.73833474,,
Dried Grass Bunch,6,61g,homeware,5.17288E+12,00:00.0,f5036aaa-663b-43a8-ae99-a06402490fd9,Still_avaliable,C2-2838299q,2.904901953,,
Tealight Holder - Gingerbread Man,2.5,165g,homeware,1.85496E+11,00:00.0,9c8e5537-00f7-4b36-8693-a8312bfff430,Still_avaliable,T9-802932C,1.424339573,,
Tealight Holder - Christmas Tree,2.5,165g,homeware,7.22091E+12,00:00.0,87b2e6dc-83cc-4658-9865-ed9ccaa815fc,Still_avaliable,S8-3968587E,1.243039728,,
Ribbed Ceramic Tealight Holder - Blush,3,250g,homeware,4.85263E+12,00:00.0,d9b42377-7d0e-4adc-afa4-e7621ca94a92,Still_avaliable,u7-1549796o,1.778004543,,
Black Matches in A Bottle,4,475g,homeware,7.85244E+12,00:00.0,ffe389d5-6017-4694-9610-207bcc6b7ec4,Still_avaliable,x1-6762195E,2.075331142,,
Moon Trinket Dish - Green,2,155g,homeware,4.17159E+12,00:00.0,4edf0a9e-1763-42ad-8ede-7b78d9a180ec,Still_avaliable,W9-3035619c,0.762792658,,
Moon Trinket Dish - Blush,2,155g,homeware,1.14824E+12,00:00.0,2c542278-9b97-4f4b-83eb-1e600e365571,Still_avaliable,w2-0129990r,1.197880432,,
Small Donut Candle Holder,4,230g,homeware,1.51993E+12,00:00.0,a32c0f6c-aaf5-4ced-a313-b0216dd55954,Still_avaliable,i9-1492435k,2.101066382,,
Terracotta Vase,8,540g,homeware,2.71018E+12,00:00.0,5d90e2a7-0150-411b-b702-0faaedbe6b17,Still_avaliable,r9-480686E,4.287782608,,
Dried Black Bunny Tail Bunch,6,26g,homeware,1.19416E+12,00:00.0,0e208efd-bd50-4f4e-b1d8-90ae171d3c1a,Still_avaliable,K6-618563n,2.844051446,,
Ribbed Ceramic Tealight Holder - Cream,3,250g,homeware,2.07552E+12,00:00.0,e77e5b13-98ee-420f-9463-062b87baf469,Still_avaliable,K5-9454243a,1.246842208,,
Face Planter,5,615g,homeware,5.02605E+12,00:00.0,9536e8d3-de46-46ba-b0a4-69ac4d7f98c1,Still_avaliable,p5-6894470A,2.723181088,,
Dinner Candle Holder Bowl,3.5,582g,homeware,62213652841,00:00.0,68bc1e3e-50d8-48f9-a480-b53b3df32530,Still_avaliable,m8-31182P,2.010795343,,
Dinner Candle Stick Holders,4,165g,homeware,9.8392E+12,00:00.0,3bfe882a-a7bc-40af-a597-2d86c7becbb9,Still_avaliable,Q9-2181066V,2.324834999,,
Framed Candle Holder,4,163g,homeware,9.12612E+12,00:00.0,4c36bd93-244d-47d3-96a5-122bd7e65cdb,Still_avaliable,J3-8712431i,2.147200887,,
Ceramic Oil Burner,4,430g,homeware,9.97311E+12,00:00.0,439514c3-1515-4ace-99e1-3f4fa168db40,Still_avaliable,W5-0141701c,2.063499185,,
Hedgehog Ornament,6,360g,homeware,4.88206E+12,00:00.0,1fa6b05c-8467-4a2a-8937-d3d7031188a1,Still_avaliable,y6-4715692F,2.745111279,,
Candles with Wreath 2pk - Berry,5,60g,homeware,9.60246E+11,00:00.0,0415bf6a-fd4c-4efe-a167-81d9ef0149fd,Still_avaliable,q9-5051383B,2.891002277,,
Candles with Wreath 2pk - Acorn,5,60g,homeware,8.72396E+12,00:00.0,6e2936a6-57b0-486d-85c7-aaf18e240d0b,Still_avaliable,W8-6751343m,2.849308435,,
Antler Tealight Holder,8,380g,homeware,1.61028E+12,00:00.0,ee777a45-6ffc-41b7-9a66-55725457e538,Still_avaliable,Q8-4924448g,4.451036358,,
Black Ceramic Vase,8,650g,homeware,5.13551E+12,00:00.0,7912c4d5-0c6c-4edd-9921-4e7eb01e12b3,Still_avaliable,I3-4978892l,4.177349303,,
Cane Magazine Rack,9,440g,homeware,1.13316E+12,00:00.0,c1184fcb-0327-4dcc-83a3-3b470dae265d,Still_avaliable,H1-7858319B,4.051695137,,
Jewellery Box - Bee,4,100g,homeware,9.03582E+11,00:00.0,58dff472-6026-4e49-9f4a-e182f4653126,Still_avaliable,q3-1236378s,1.845620953,,
Winter Berry Arrangement,8,537g,homeware,9.31458E+12,00:00.0,c9174a3f-b4e3-4b33-9806-4380ecfa6715,Still_avaliable,j5-4703968F,4.04895556,,
Apple Decorations 6pk,5,10.5g,homeware,3.9843E+12,00:00.0,0d7a68b4-2129-4d00-ae1e-7e48735cc2ed,Still_avaliable,w5-6777421C,2.639430904,,
Face Oil Burner,4,375g,homeware,7.94071E+12,00:00.0,cabe1076-a6e5-4e62-bf6c-62893fe0e8b5,Still_avaliable,k9-2703255O,1.864664414,,
Hanging Wicker Heart - White,2.5,80g,homeware,1.55976E+12,00:00.0,4ea4e15c-688a-4d38-9cef-24e1f135c705,Still_avaliable,X8-8606817s,1.169545073,,
Hanging Wicker Heart - Red,2.5,80g,homeware,4.50518E+12,00:00.0,f8f2d327-26f6-414e-a410-1bc7df5aa34e,Still_avaliable,x0-8613539X,1.245558994,,
Metal Hanging Stag,3,150g,homeware,9.81607E+12,00:00.0,d3770462-30cd-4e47-92dc-4bdadc9feb4d,Still_avaliable,a7-2873784S,1.527490147,,
Christmas Tealight Holder - Merry Christmas,2.5,416g,homeware,3.74659E+12,00:00.0,066ad910-8919-49f3-89c3-efa4d59ee6bb,Still_avaliable,W2-2919953I,1.459687439,,
Christmas Tealight Holder - Reindeer,2.5,416g,homeware,4.24718E+12,00:00.0,bc20a898-8e08-498c-a270-a6423c9d2948,Still_avaliable,s1-461183z,1.388547668,,
Christmas Oil Burner - Christmas Clove,4,260g,homeware,7.86314E+12,00:00.0,f59ebba1-e84c-4b44-a912-994437bff943,Still_avaliable,z4-1836705Q,1.952758373,,
Christmas Oil Burner - Candid Orange,4,260g,homeware,3.73748E+12,00:00.0,1e850b0b-b9ac-4bd4-9d32-a71cdba05a84,Still_avaliable,n6-7303510q,2.297604429,,
Dried Flower Arrangement,8,600g,homeware,1.56708E+12,00:00.0,15ce057f-de3f-444e-a78b-a310468d8a98,Still_avaliable,p0-002131B,4.463009319,,
Dried Grass Bunch,6,61g,homeware,1.79811E+12,00:00.0,009d7301-5bae-4adb-b60e-67ccd2ca330a,Still_avaliable,V7-2559755f,2.747251857,,
Tealight Holder - Gingerbread Man,2.5,165g,homeware,1.79152E+12,00:00.0,87782484-51c2-4ebe-9cf9-bf2145c57f96,Still_avaliable,w3-9389488J,1.271166953,,
Tealight Holder - Christmas Tree,2.5,165g,homeware,3.58306E+12,00:00.0,a5f7b756-e070-44b1-bad7-53bc7fa6121b,Still_avaliable,m6-7335196P,1.130632134,,
Ribbed Ceramic Tealight Holder - Blush,3,250g,homeware,9.49871E+12,00:00.0,c13a467b-5b0a-40bb-af84-04637ed90922,Still_avaliable,k8-202478S,1.631917788,,
Goodmans Wireless Charging Alarm Clock Radio,30,0.74kg,homeware,7.9195E+12,00:00.0,3f79bd0a-7a1d-4797-bc30-b0efd2c22730,Still_avaliable,I0-1146408B,16.49027874,,
Goodmans Wireless Charging Alarm Clock,25,0.423kg,homeware,9.57528E+12,00:00.0,20ff4f51-00f1-492f-81ae-72ff8e8c1039,Still_avaliable,m9-7819967h,14.31044506,,
Xbox Controller Alarm Clock - White,20,0.126kg,homeware,6.98347E+12,00:00.0,9ff156a1-6b24-46d8-9d5e-e55705f4d21e,Still_avaliable,Q3-2574127m,7.701393003,,
Xbox Controller Alarm Clock - Black,20,0.126kg,homeware,9.17882E+12,00:00.0,278ef90d-d74d-4f31-9522-992bbfee766b,Still_avaliable,Y7-9455342Y,9.58388144,,
"Amber Textured Voile 55 x 90' - White""",7.99,270g,homeware,7.91092E+12,00:00.0,cb12b858-75b7-4711-aa72-3c90e28e42a6,Still_avaliable,e7-7289952X,3.990586672,,
"Popsicle Tab Top Voile 55 x 90' - White Stars""",6.99,0.22kg,homeware,3.07817E+12,00:00.0,f8bea1ba-b816-4faa-820a-e1561440fb1d,Still_avaliable,r1-0005313H,3.51820712,,
"Popsicle Tab Top Voile 55 x 90' - Grey Stars""",6.99,190g,homeware,5.6361E+11,00:00.0,bfd360c2-5853-4b19-ab4d-39e456da358d,Still_avaliable,V0-9579045E,3.047113722,,
"Tufted Leaf Voile 55 x 90' - Sage""",10,370g,homeware,3.91785E+12,00:00.0,eb68820e-26bc-49d5-a86e-98e87b8df45a,Still_avaliable,o6-5976806E,4.195325273,,
"Tufted Leaf Voile 55 x 90' - Moonbeam""",10,370g,homeware,3.86607E+12,00:00.0,5d44e621-365e-4e47-8f8c-6c531daf447c,Still_avaliable,a3-8504931p,4.982296945,,
"Willow Lace Tie Top Voile 55 x 90'"""" - Black""""""",12,470g,homeware,9.84622E+12,00:00.0,16b57e12-ffe6-4b61-b56d-ac4d0cc62685,Still_avaliable,h8-0983805L,6.08772847,,
"Willow Lace Tie Top Voile 55 x 90' - Natural""",12,470g,homeware,2.89916E+11,00:00.0,726395bb-7421-4249-af4c-760f6d9fcb79,Still_avaliable,H5-7289254E,5.945551067,,
"Willow Lace Tie Top Voile 55 x 90' - Charcoal""",12,470g,homeware,2.11001E+12,00:00.0,aee2ff0d-a123-455e-9908-698e09758015,Still_avaliable,M1-2893401n,6.214424665,,
"Willow Lace Tie Top Voile 55 x 90' - White""",12,470g,homeware,9.11731E+12,00:00.0,81c2ebf3-02e3-436a-abf9-490f0547efe3,Still_avaliable,Z4-16348g,6.170417281,,
"Diamond Tufted Voile 55 x 90'"""" - Cream""""""",10,410g,homeware,8.77143E+12,00:00.0,e158094c-77a9-46ca-a72d-688bca52331b,Still_avaliable,s0-1689349W,5.438996181,,
"Diamond Tufted All Over Voile 55 x 90' - Black""",10,410g,homeware,9.46637E+12,00:00.0,18e322fb-ef73-4414-93bf-89718f83577c,Still_avaliable,I2-2168119w,4.381188707,,
"Amber Plain Voile 55 x 90' - Natural""",8,280g,homeware,9.25426E+12,00:00.0,7630e290-065f-4ad6-9e59-37e6e2d93343,Still_avaliable,i8-324540n,3.55809248,,
"Amber Plain Voile 55 x 90' - Navy""",8,280g,homeware,1.35591E+12,00:00.0,d7536780-f16d-4d91-b6ca-817611f1c257,Still_avaliable,g4-9992446T,4.503108093,,
"Diamond Tufted All Over Voile 55 x 90' - Grey""",10,410g,homeware,4.90112E+12,00:00.0,d0efbf48-469f-423e-b8ee-651af27d3888,Still_avaliable,i5-3077916U,5.296906019,,
"Diamond Tufted All Over Voile 55 x 90' - White""",10,410g,homeware,3.21282E+12,00:00.0,1980fa3e-ad39-4adb-824e-870b437ea605,Still_avaliable,L7-4484503z,4.614229386,,
"Amber Textured Voile 55 x 90' - Grey""",8,280g,homeware,4.9192E+12,00:00.0,c0fcb295-ed29-469e-8f0c-ed5b906a09c3,Still_avaliable,t3-4264013d,3.022196871,,
"Traditional Lace Voile 55 x 90' - Grey""",8.99,300g,homeware,7.89991E+12,00:00.0,76db1e2e-cd97-4a2f-83a5-e1b48038dc07,Still_avaliable,t0-9329490F,4.401785028,,
"Traditional Lace Voile 55 x 90' - Cream""",8.99,300g,homeware,6.65491E+12,00:00.0,0cdae5b5-9825-4f90-9551-32b88e780028,Still_avaliable,c6-9613402r,4.617406064,,
"Traditional Lace Voile 55 x 90' - White""",8.99,300g,homeware,3.74823E+12,00:00.0,df32bbc3-35a5-4e37-81ef-bb5819ea997e,Still_avaliable,M4-2477997x,4.571915828,,
"Charcoal Jasmine Sparkle Velvet Eyelet Curtain 66 x 90'""""""""""",39.99,3.4kg,homeware,8.87822E+11,00:00.0,6d174960-8e35-42e9-b5a0-89aee9402b8c,Still_avaliable,E3-4744298Q,18.21569953,,
"Mystica Shimmer Thermal Lined Silver Curtain 66 x 90'""""""""""",30,2.1kg,homeware,7.99728E+12,00:00.0,ec5b97ec-022a-43cc-95fd-3e24c0806670,Still_avaliable,g0-7165578c,18.19783647,,
"Mystica Shimmer Thermal Lined Silver Curtain 46 x 72'""""""""""",15,1.2kg,homeware,2.37385E+12,00:00.0,9d340e98-c9c6-4dc6-9dbe-cea0780ee252,Still_avaliable,e6-9552975M,6.291666841,,
"Oakland Traditional Woven Grey Check Curtain 66 x 72'""""""""""",34.99,2.36kg,homeware,1.01116E+12,00:00.0,1104a2f5-185a-44bf-b0f4-54082ea6dfa7,Still_avaliable,E2-8942426p,16.44813742,,
"Oakland Traditional Woven Grey Check Curtain 46 x 72'""""""""""",24.99,1.72kg,homeware,2.3919E+12,00:00.0,5831b9b4-6305-470b-aeab-769290793d37,Still_avaliable,c5-6999749Z,13.65111785,,
"Colorado Hopsack Fully Lined Eyelet Curtain 66 x 72'"""" - Silver""""""",29.99,2.2kg,homeware,4.65758E+12,00:00.0,4bb1d4f6-5e6a-421c-8566-9c780288ec4c,Still_avaliable,L4-0025616d,15.0544327,,
"Colorado Hopsack Fully Lined Eyelet Curtain 46 x 72' - Silver""",19.99,1.63kg,homeware,2.04387E+12,00:00.0,5a18a8eb-b280-4b26-849c-86522dca35fa,Still_avaliable,n3-4943958a,12.32817184,,
"Colorado Hopsack Fully Lined Eyelet Curtains 46 x 54' - Silver""",14.99,0.75kg,homeware,3.61636E+12,00:00.0,a65c00e2-9f1e-485d-bc24-2dddd0d25667,Still_avaliable,O3-1876056e,6.312543869,,
"Versailles Silver Crushed Velvet Fully Lined Curtains 66 x 90'""""""""""",39.99,3.45kg,homeware,1.47493E+12,00:00.0,729052e6-755f-446f-a056-decd8966cf69,Still_avaliable,C5-9527593B,19.69497079,,
"Versailles Silver Crushed Velvet Fully Lined Curtains 90 x 90'""""""""""",60,4.53kg,homeware,6.51935E+12,00:00.0,60126d52-baa4-47f2-8659-f0007b18cec0,Still_avaliable,g4-6615413A,31.46365062,,
"Versailles Silver Crushed Velvet Fully Lined Curtains 66 x 72'""""""""""",40,2.9kg,homeware,6.92939E+12,00:00.0,21ffc5f8-3e0d-4761-a674-5f36fb16bf5c,Still_avaliable,N5-3212297J,18.74102153,,
"Versailles Silver Crushed Velvet Fully Lined Curtains 46 x 54'""""""""""",25,1.7kg,homeware,7.12792E+12,00:00.0,10352bc0-4225-45a8-a710-a981c168a94e,Still_avaliable,s0-8728110k,11.70585134,,
"Charcoal Jasmine Sparkle Velvet Eyelet Curtain 66 x 90'""""""""""",39.99,3.4kg,homeware,5.81159E+12,00:00.0,50861b6b-da33-410d-bc3c-d3f144221cdf,Still_avaliable,G8-4582259b,19.35460492,,
"Mystica Shimmer Thermal Lined Silver Curtain 66 x 90'""""""""""",30,2.1kg,homeware,5.70738E+12,00:00.0,e21dbe48-8dc9-4899-afcf-69998ee889c5,Still_avaliable,G9-169861g,11.92822076,,
"Mystica Shimmer Thermal Lined Silver Curtain 46 x 72'""""""""""",15,1.2kg,homeware,9.72242E+12,00:00.0,30e94c52-9d83-4cd9-9568-61a6e3f8da34,Still_avaliable,C7-3049016H,8.892610154,,
"Roma Boucle Panel 54 x 86'"""" - Charcoal""""""",25,1320g,homeware,1.11685E+12,00:00.0,0908a154-b813-4ab1-b031-bd904973b2c9,Still_avaliable,Z5-6201886p,12.72775499,,
"Roma Boucle Panel 54 x 86' - Cream""",25,1320g,homeware,7.31677E+12,00:00.0,abf21389-cab6-4811-9a4f-697ff6dbd538,Still_avaliable,s8-877456Y,10.85561675,,
"Cambridge Blackout Panel 54 x 86' - Dark Green""",15,0.8kg,homeware,1.35624E+12,00:00.0,aa3a95eb-63f3-4f69-a545-72cc7c1d7cbb,Still_avaliable,K9-7282964g,9.748908866,,
"Highland Woven Check Panel 54 x 86' - Mono""",20,1090g,homeware,8.46268E+12,00:00.0,86b7939c-da8a-496f-b456-3f1b8b6d7e9c,Still_avaliable,Y8-7795025w,13.33714181,,
"Highland Woven Check Panel 54 x 86' - Red""",20,1090g,homeware,7.88117E+12,00:00.0,2e2c1798-7e3c-43ea-bb67-f373f4c74eb0,Still_avaliable,P6-3012515h,10.18885474,,
"Kent Woven Eyelet Blackout Panel 54 x 86' - Charcoal""",25,1.56kg,homeware,1.68947E+12,00:00.0,01d16e8f-1c5f-42a8-b27f-72d3c46fdd52,Still_avaliable,X6-2961211b,14.14875495,,
"Kent Woven Eyelet Blackout Panel 54 x 86' - Sage""",25,1.56kg,homeware,4.23524E+12,00:00.0,1a0dd22b-3659-4994-8b1c-af2c097a4ff8,Still_avaliable,y6-021700S,13.50627264,,
"Kent Woven Blackout Panel 54 x 86' - Navy""",25,1.56kg,homeware,9.12126E+12,00:00.0,0be606f6-8341-41e8-b689-62a3a0e1d0f6,Still_avaliable,e2-4782999e,12.32531199,,
"Kent Woven Blackout Panel 54 x 86' - Cream""",25,1.56kg,homeware,6.34302E+12,00:00.0,f15261ab-dd40-48cf-96fa-2e8bfbc22a19,Still_avaliable,k6-8327581Q,11.37692093,,
"Kent Woven Blackout Panel 54 x 86' - Grey""",25,1.56kg,homeware,7.99116E+12,00:00.0,d8648560-ef0c-4132-a280-52f10d3d0de3,Still_avaliable,C4-3905182W,11.30940009,,
